id,x_pixel,y_pixel,z_normalized,z_depth
0,485,201,5.188509177855849e-08,10933
1,458,162,0.011269859038293362,0
2,411,155,0.010159304365515709,6512
3,374,177,0.007422447204589844,5948
4,357,202,0.0013537639752030373,3254
5,389,150,-0.02973400056362152,6210
6,337,176,-0.03919262811541557,0
7,318,198,-0.04282652959227562,3267
8,309,214,-0.04741111397743225,3282
9,392,179,-0.043664030730724335,5784
10,334,192,-0.05407573655247688,3279
11,297,196,-0.06195458769798279,3300
12,270,199,-0.07194112241268158,0
13,400,211,-0.052728813141584396,3453
14,348,227,-0.058770790696144104,3243
15,349,230,-0.05551578849554062,3246
16,354,224,-0.055368572473526,3251
17,412,240,-0.06022258847951889,3586
18,377,252,-0.06846501678228378,3514
19,370,252,-0.06709525734186172,3483
20,367,248,-0.06676492840051651,3403
