id,x_pixel,y_pixel,z_normalized,z_depth
0,209,182,4.331774334787042e-07,3242
1,247,208,0.002628976246342063,3125
2,291,216,-0.01324459072202444,3091
3,328,202,-0.022331204265356064,0
4,351,185,-0.02744065783917904,3176
5,299,199,-0.09764745086431503,3089
6,354,189,-0.10805284231901169,0
7,357,194,-0.09401106089353561,4543
8,349,203,-0.08152125030755997,4557
9,297,175,-0.09498447924852371,3047
10,360,152,-0.13088133931159973,4720
11,398,145,-0.13241831958293915,4550
12,419,142,-0.13054215908050537,4551
13,294,155,-0.07895294576883316,5175
14,353,149,-0.08127535879611969,4761
15,358,155,-0.041682589799165726,4818
16,354,159,-0.01336381770670414,0
17,291,144,-0.06129235774278641,5178
18,336,142,-0.042137883603572845,5033
19,337,149,-0.0034625509288161993,4940
20,331,154,0.02520737051963806,4892
