id,x_pixel,y_pixel,z_normalized,z_depth
0,482,213,9.32174160084287e-08,10936
1,458,171,0.011517878621816635,11326
2,414,162,0.007654237560927868,6525
3,374,180,0.0015985681675374508,0
4,353,205,-0.006440464407205582,3316
5,389,160,-0.033615343272686005,6103
6,338,181,-0.04315254092216492,3363
7,328,204,-0.045013368129730225,3299
8,327,222,-0.04716769605875015,3304
9,387,190,-0.04777223616838455,3624
10,327,197,-0.05844777449965477,3318
11,291,199,-0.06446660310029984,3355
12,265,200,-0.07299558818340302,0
13,391,222,-0.056277330964803696,3477
14,335,232,-0.060587309300899506,3301
15,347,232,-0.05067836120724678,3306
16,362,228,-0.04582027718424797,3356
17,401,250,-0.06333110481500626,0
18,365,258,-0.06554656475782394,3512
19,367,254,-0.05558404326438904,3488
20,373,248,-0.04912726208567619,3474
