id,x_pixel,y_pixel,z
0,207,188,2.211282037478668e-07
1,236,151,-0.0011117468820884824
2,277,141,-0.017250461503863335
3,316,145,-0.028484946116805077
4,344,158,-0.038291651755571365
5,290,144,-0.08427698910236359
6,353,147,-0.1102246344089508
7,383,160,-0.1171509250998497
8,402,175,-0.11965335160493851
9,292,173,-0.08377908915281296
10,362,156,-0.11979285627603531
11,398,151,-0.12353512644767761
12,420,151,-0.12391448020935059
13,292,202,-0.0746380016207695
14,359,192,-0.08434604853391647
15,353,188,-0.05018673092126846
16,339,187,-0.02458209916949272
17,290,226,-0.06552615016698837
18,340,215,-0.06017236039042473
19,335,206,-0.031122758984565735
20,321,205,-0.007575304247438908
