id,x_pixel,y_pixel,z_normalized,z_depth
0,167,244,3.405051813842874e-07,3488
1,200,209,-0.014473984017968178,5592
2,247,210,-0.039893995970487595,3358
3,279,233,-0.055092953145504,3279
4,297,259,-0.07063024491071701,5228
5,246,204,-0.11915028840303421,5548
6,309,211,-0.15080204606056213,5476
7,344,217,-0.16929864883422852,5469
8,373,221,-0.18342256546020508,5758
9,238,234,-0.1162203922867775,3279
10,312,225,-0.14071349799633026,3298
11,343,217,-0.1422736793756485,5474
12,364,211,-0.1490342617034912,5706
13,231,264,-0.10479824990034103,3300
14,300,267,-0.10372211784124374,5111
15,287,261,-0.07009827345609665,0
16,267,255,-0.05324094742536545,3441
17,227,289,-0.09487451612949371,0
18,282,283,-0.090422622859478,5002
19,273,274,-0.0645987018942833,3359
20,255,272,-0.048082899302244186,3336
