id,x_pixel,y_pixel,z_normalized,z_depth
0,297,282,-1.7227621640358848e-07,3043
1,337,268,0.016060909256339073,4633
2,357,231,0.02174588479101658,4654
3,362,195,0.027474461123347282,4820
4,350,168,0.028852524235844612,5025
5,365,203,-0.017817195504903793,4741
6,362,146,-0.02035309188067913,5006
7,354,118,-0.017426233738660812,5216
8,347,98,-0.014279275201261044,5170
9,348,196,-0.025418613106012344,4924
10,345,133,-0.031248372048139572,5266
11,338,101,-0.029520779848098755,5333
12,328,79,-0.027387499809265137,5427
13,325,193,-0.027706196531653404,0
14,322,136,-0.03211113438010216,0
15,319,107,-0.027537323534488678,5618
16,316,86,-0.02306794375181198,5545
17,295,193,-0.026813777163624763,2815
18,298,150,-0.028576713055372238,0
19,298,129,-0.02049107290804386,5133
20,298,114,-0.012531667947769165,5224
