id,x_pixel,y_pixel,z_normalized,z_depth
0,251,288,1.9637596437860338e-07,3342
1,221,260,-0.054476700723171234,3225
2,206,231,-0.10505714267492294,0
3,210,199,-0.14868320524692535,0
4,225,176,-0.1917915791273117,5856
5,206,284,-0.12937606871128082,3279
6,224,227,-0.1894451528787613,3172
7,242,189,-0.2230253517627716,3258
8,253,168,-0.24167189002037048,6088
9,237,299,-0.12763440608978271,0
10,254,235,-0.18501299619674683,3237
11,265,194,-0.19735033810138702,3296
12,272,169,-0.2038734257221222,6065
13,264,302,-0.1271354854106903,5171
14,277,238,-0.17574617266654968,3443
15,281,199,-0.17250387370586395,0
16,281,174,-0.16486521065235138,5900
17,286,296,-0.13148728013038635,5041
18,296,245,-0.1612308919429779,5373
19,294,213,-0.15847662091255188,0
20,289,189,-0.15382376313209534,5608
