id,x_pixel,y_pixel,z_normalized,z_depth
0,246,279,6.083080847929523e-07,3348
1,212,257,-0.0341922901570797,3214
2,199,220,-0.06667762994766235,3190
3,209,185,-0.08951521664857864,6681
4,225,160,-0.11128421872854233,5999
5,203,279,-0.12916246056556702,3289
6,222,221,-0.17177794873714447,3139
7,237,181,-0.18618549406528473,3224
8,249,159,-0.1900199055671692,6184
9,233,292,-0.12558509409427643,0
10,246,226,-0.16675880551338196,3218
11,256,179,-0.16923926770687103,6040
12,259,156,-0.16941684484481812,6106
13,262,293,-0.11902312189340591,5143
14,271,229,-0.1515258252620697,0
15,275,185,-0.15015681087970734,0
16,273,163,-0.14581172168254852,6066
17,287,285,-0.11329024285078049,5131
18,289,232,-0.13631227612495422,5356
19,288,197,-0.1386784166097641,5505
20,282,176,-0.1385907083749771,5609
