id,x_pixel,y_pixel,z_normalized,z_depth
0,410,238,7.65277775371942e-07,0
1,439,206,-0.02812688611447811,8735
2,443,161,-0.05347977578639984,8966
3,431,121,-0.06889987736940384,9149
4,420,94,-0.08265197277069092,0
5,414,179,-0.10214933753013611,8952
6,411,113,-0.1290813386440277,0
7,410,81,-0.13024970889091492,5770
8,410,59,-0.1264919489622116,5791
9,382,189,-0.09380197525024414,0
10,377,117,-0.12097615003585815,0
11,383,83,-0.11381062865257263,5508
12,391,63,-0.10515008121728897,5676
13,357,194,-0.08248161524534225,3005
14,354,126,-0.10047173500061035,3113
15,366,97,-0.0931490957736969,0
16,378,82,-0.08637899905443192,5502
17,341,194,-0.07169727981090546,3032
18,345,140,-0.08339866995811462,3060
19,356,119,-0.08037588745355606,3157
20,366,106,-0.07609963417053223,5369
