id,x_pixel,y_pixel,z
0,269,353,-1.2622909650872316e-07
1,230,321,-0.03655517101287842
2,222,273,-0.05821863189339638
3,244,232,-0.06501969695091248
4,264,207,-0.06891829520463943
5,256,279,-0.12358754128217697
6,271,205,-0.14047770202159882
7,273,171,-0.12573638558387756
8,274,150,-0.11117418110370636
9,292,286,-0.10684128850698471
10,303,203,-0.13252216577529907
11,298,166,-0.11851750314235687
12,291,145,-0.10282088816165924
13,319,288,-0.08529212325811386
14,325,215,-0.10627876967191696
15,317,179,-0.0956614688038826
16,309,158,-0.08307129144668579
17,335,289,-0.0635610967874527
18,325,236,-0.07776620984077454
19,313,210,-0.07349380105733871
20,305,195,-0.06575096398591995
