id,x_pixel,y_pixel,z_normalized,z_depth
0,282,370,-2.3548972194475937e-07,5284
1,242,340,-0.0420532301068306,2979
2,233,288,-0.06457985192537308,2558
3,253,245,-0.07053370028734207,2578
4,271,222,-0.07369352132081985,2626
5,264,302,-0.13206498324871063,2626
6,272,228,-0.15075147151947021,2615
7,269,189,-0.13875903189182281,2864
8,265,165,-0.12735611200332642,5959
9,301,306,-0.1129869893193245,0
10,304,222,-0.14091208577156067,0
11,291,183,-0.13037139177322388,0
12,277,162,-0.11815003305673599,6045
13,327,304,-0.08898552507162094,5424
14,326,230,-0.1110822856426239,0
15,312,194,-0.10541331768035889,5738
16,300,173,-0.09761969745159149,5913
17,344,301,-0.06518146395683289,5458
18,329,247,-0.0814671665430069,0
19,314,221,-0.08158829808235168,0
20,303,206,-0.07853274047374725,0
