id,x_pixel,y_pixel,z_normalized,z_depth
0,323,189,3.198257729764009e-07,0
1,358,197,-0.03145439550280571,6058
2,390,225,-0.06860727816820145,6144
3,409,253,-0.09479504823684692,6292
4,433,278,-0.12244801968336105,6611
5,373,185,-0.1531183272600174,6087
6,396,229,-0.20516079664230347,6184
7,413,259,-0.22536803781986237,6374
8,425,281,-0.23492175340652466,6531
9,339,185,-0.15627281367778778,6123
10,345,255,-0.20985066890716553,2577
11,355,296,-0.22092770040035248,0
12,362,320,-0.22754979133605957,6150
13,309,191,-0.15458618104457855,3020
14,315,256,-0.2079956829547882,0
15,328,293,-0.22146868705749512,0
16,340,315,-0.22589857876300812,0
17,286,199,-0.15016716718673706,2988
18,289,245,-0.1851055920124054,2762
19,290,267,-0.19036787748336792,2754
20,290,277,-0.19392748177051544,2780
