id,x_pixel,y_pixel,z_normalized,z_depth
0,246,201,8.176642154467118e-07,3068
1,283,195,-0.03182576596736908,0
2,309,199,-0.07414423674345016,5234
3,318,214,-0.10919856280088425,5006
4,316,232,-0.14807242155075073,5007
5,280,176,-0.14048051834106445,5512
6,294,186,-0.1953059881925583,5321
7,303,199,-0.22920921444892883,5229
8,310,212,-0.25180670619010925,0
9,248,183,-0.14961093664169312,5842
10,276,233,-0.20718064904212952,3270
11,295,268,-0.23271799087524414,0
12,307,293,-0.2515915036201477,0
13,226,200,-0.1542489379644394,3100
14,253,246,-0.20393146574497223,2897
15,274,273,-0.22392287850379944,2996
16,288,290,-0.2383747100830078,3061
17,210,217,-0.1585669368505478,3129
18,208,237,-0.19267305731773376,3057
19,203,246,-0.20139895379543304,3068
20,197,255,-0.21023893356323242,9040
