id,x_pixel,y_pixel,z
0,345,198,2.223696213832227e-07
1,376,216,-0.07183955609798431
2,404,228,-0.14710848033428192
3,406,237,-0.20575810968875885
4,385,229,-0.26277318596839905
5,410,147,-0.2350388914346695
6,443,142,-0.33792856335639954
7,459,137,-0.3888389468193054
8,471,135,-0.41296830773353577
9,379,125,-0.2320663183927536
10,389,185,-0.33957886695861816
11,387,218,-0.3712717890739441
12,386,237,-0.3857748508453369
13,337,128,-0.2263600379228592
14,335,197,-0.32046765089035034
15,349,221,-0.3365482687950134
16,366,224,-0.3345055878162384
17,297,143,-0.22225196659564972
18,302,179,-0.2898234724998474
19,311,193,-0.3072340488433838
20,319,195,-0.31393489241600037
