id,x_pixel,y_pixel,z
0,246,201,8.176642154467118e-07
1,283,195,-0.03182576596736908
2,309,199,-0.07414423674345016
3,318,214,-0.10919856280088425
4,316,232,-0.14807242155075073
5,280,176,-0.14048051834106445
6,294,186,-0.1953059881925583
7,303,199,-0.22920921444892883
8,310,212,-0.25180670619010925
9,248,183,-0.14961093664169312
10,276,233,-0.20718064904212952
11,295,268,-0.23271799087524414
12,307,293,-0.2515915036201477
13,226,200,-0.1542489379644394
14,253,246,-0.20393146574497223
15,274,273,-0.22392287850379944
16,288,290,-0.2383747100830078
17,210,217,-0.1585669368505478
18,208,237,-0.19267305731773376
19,203,246,-0.20139895379543304
20,197,255,-0.21023893356323242
