id,x_pixel,y_pixel,z_normalized,z_depth
0,364,156,-4.974008902536298e-07,0
1,338,160,-0.0540543831884861,2967
2,322,162,-0.09483316540718079,2873
3,331,182,-0.12957826256752014,2830
4,351,200,-0.16103336215019226,0
5,345,106,-0.09229254722595215,6585
6,339,142,-0.13717927038669586,0
7,331,156,-0.15933015942573547,2955
8,324,153,-0.17001749575138092,2924
9,374,106,-0.08385729789733887,6719
10,373,164,-0.12515048682689667,0
11,359,194,-0.1338726431131363,0
12,350,202,-0.1368453949689865,0
13,395,121,-0.07832380384206772,0
14,398,172,-0.1266077756881714,0
15,379,202,-0.12556041777133942,4527
16,366,210,-0.1150711327791214,4386
17,411,139,-0.0762423425912857,0
18,429,157,-0.10955153405666351,11291
19,439,162,-0.10938277840614319,11258
20,449,161,-0.10234561562538147,11332
