id,x_pixel,y_pixel,z
0,281,195,7.534471251346986e-07
1,325,197,-0.029687732458114624
2,356,211,-0.06749624758958817
3,368,234,-0.10113704949617386
4,371,257,-0.13898640871047974
5,331,167,-0.1175808310508728
6,342,173,-0.16607925295829773
7,359,182,-0.19922271370887756
8,374,195,-0.2232828438282013
9,296,169,-0.12902379035949707
10,325,220,-0.18557794392108917
11,342,256,-0.20885500311851501
12,354,284,-0.224847674369812
13,270,183,-0.13821813464164734
14,296,228,-0.18608155846595764
15,317,258,-0.19937348365783691
16,330,279,-0.2078871726989746
17,252,199,-0.14874854683876038
18,251,224,-0.18077713251113892
19,252,233,-0.1875726282596588
20,253,241,-0.19411176443099976
