id,x_pixel,y_pixel,z_normalized,z_depth
0,411,187,1.9503782766605582e-07,6674
1,391,203,-0.041771065443754196,3500
2,389,223,-0.07667376846075058,3563
3,406,239,-0.10211391001939774,0
4,430,257,-0.1275436282157898,10068
5,387,169,-0.11461733281612396,6494
6,376,194,-0.15986190736293793,3516
7,374,219,-0.18246431648731232,3333
8,374,240,-0.1960975080728531,0
9,412,166,-0.11001890897750854,7006
10,404,208,-0.15252581238746643,0
11,394,237,-0.1604117453098297,5011
12,385,252,-0.16809424757957458,0
13,432,173,-0.10561825335025787,11058
14,430,212,-0.145111083984375,0
15,419,240,-0.14643360674381256,0
16,409,254,-0.14724048972129822,0
17,448,188,-0.10344143956899643,11010
18,455,211,-0.13427843153476715,10759
19,450,229,-0.14061014354228973,10552
20,444,239,-0.14598198235034943,10327
