id,x_pixel,y_pixel,z_normalized,z_depth
0,281,195,7.534471251346986e-07,3084
1,325,197,-0.029687732458114624,0
2,356,211,-0.06749624758958817,0
3,368,234,-0.10113704949617386,5302
4,371,257,-0.13898640871047974,5073
5,331,167,-0.1175808310508728,5862
6,342,173,-0.16607925295829773,5767
7,359,182,-0.19922271370887756,5758
8,374,195,-0.2232828438282013,5600
9,296,169,-0.12902379035949707,5810
10,325,220,-0.18557794392108917,0
11,342,256,-0.20885500311851501,0
12,354,284,-0.224847674369812,4935
13,270,183,-0.13821813464164734,0
14,296,228,-0.18608155846595764,2933
15,317,258,-0.19937348365783691,3104
16,330,279,-0.2078871726989746,0
17,252,199,-0.14874854683876038,3174
18,251,224,-0.18077713251113892,3104
19,252,233,-0.1875726282596588,3101
20,253,241,-0.19411176443099976,3336
