id,x_pixel,y_pixel,z_normalized,z_depth
0,373,185,3.742276533102995e-07,3838
1,329,191,-0.03246808052062988,2758
2,310,213,-0.06449940800666809,2586
3,306,241,-0.08912190794944763,2532
4,317,264,-0.1148596704006195,2605
5,339,172,-0.0971689447760582,3646
6,320,168,-0.13611607253551483,5268
7,306,155,-0.1601848304271698,5221
8,290,145,-0.17773029208183289,5126
9,370,174,-0.09968140721321106,3864
10,355,226,-0.14505484700202942,2743
11,352,252,-0.1680532693862915,0
12,348,270,-0.18465161323547363,0
13,393,187,-0.0999971330165863,0
14,378,239,-0.14773021638393402,5187
15,360,268,-0.16908936202526093,4902
16,343,291,-0.1818210631608963,4825
17,407,201,-0.09926661849021912,0
18,404,212,-0.1348802000284195,0
19,403,215,-0.14525051414966583,0
20,401,221,-0.15357887744903564,0
