id,x_pixel,y_pixel,z_normalized,z_depth
0,341,89,6.366233833432489e-07,6788
1,370,98,-0.0331115685403347,6733
2,392,111,-0.0648556724190712,6507
3,400,131,-0.09183558076620102,0
4,405,146,-0.11947676539421082,0
5,372,78,-0.09593583643436432,6729
6,396,88,-0.131747305393219,0
7,420,94,-0.15286101400852203,0
8,438,101,-0.1684235781431198,0
9,351,77,-0.09882031381130219,6692
10,358,122,-0.14623065292835236,0
11,368,159,-0.16124767065048218,0
12,373,187,-0.16996747255325317,0
13,334,85,-0.1011272445321083,6904
14,344,127,-0.1432100534439087,2843
15,358,161,-0.14930962026119232,0
16,367,184,-0.15005707740783691,0
17,325,98,-0.10532418638467789,6740
18,334,126,-0.13609826564788818,2960
19,342,138,-0.1409846395254135,2796
20,350,144,-0.14302225410938263,2706
