id,x_pixel,y_pixel,z_normalized,z_depth
0,383,192,-5.920594503550092e-07,0
1,350,197,-0.05032136291265488,2739
2,325,197,-0.08726097643375397,2704
3,328,216,-0.11879480630159378,2674
4,349,234,-0.14716942608356476,0
5,339,143,-0.0915030688047409,5995
6,327,153,-0.13551025092601776,5852
7,317,157,-0.15599016845226288,0
8,311,164,-0.16475799679756165,2846
9,372,137,-0.08401497453451157,5971
10,366,199,-0.12722840905189514,2742
11,360,229,-0.13519498705863953,0
12,356,240,-0.1368626058101654,0
13,400,149,-0.07965303957462311,0
14,397,206,-0.13273067772388458,0
15,384,232,-0.13547657430171967,0
16,373,244,-0.126729354262352,0
17,423,165,-0.07844395935535431,11165
18,430,188,-0.12669691443443298,10909
19,440,196,-0.1361314356327057,10789
20,450,201,-0.13265953958034515,10813
