id,x_pixel,y_pixel,z_normalized,z_depth
0,156,220,2.170800428302755e-07,3367
1,201,183,0.005858398042619228,5562
2,247,172,-0.010824722237884998,5444
3,284,186,-0.020671961829066277,5390
4,306,209,-0.028032857924699783,0
5,254,175,-0.12167225033044815,5455
6,312,183,-0.12150317430496216,5433
7,303,188,-0.08300302177667618,5356
8,290,195,-0.05762454494833946,0
9,249,212,-0.1290990263223648,3105
10,324,216,-0.17131133377552032,5288
11,365,225,-0.17417597770690918,5210
12,399,232,-0.1748693883419037,5632
13,241,246,-0.1219748854637146,3072
14,308,246,-0.15604020655155182,3047
15,346,252,-0.16364061832427979,0
16,374,254,-0.16719932854175568,4976
17,232,273,-0.10764904320240021,3100
18,282,274,-0.12717753648757935,3067
19,311,275,-0.13130399584770203,0
20,335,275,-0.13476844131946564,5018
