id,x_pixel,y_pixel,z_normalized,z_depth
0,426,273,3.290534777988796e-07,8570
1,395,240,0.00921910535544157,3756
2,354,231,0.01874927058815956,5176
3,316,230,0.03116440214216709,5065
4,292,230,0.04677976295351982,5032
5,330,260,-0.014493403024971485,3350
6,286,249,-0.007691196631640196,3355
7,286,240,0.010275784879922867,3694
8,297,235,0.025545449927449226,3686
9,331,287,-0.013736420311033726,3376
10,273,284,-0.01631798781454563,3361
11,241,279,-0.00951359886676073,3426
12,220,276,-0.0025582171510905027,3496
13,338,309,-0.009682209230959415,3492
14,285,308,-0.012416459619998932,3451
15,255,302,-0.013657549396157265,3483
16,234,298,-0.012770824134349823,0
17,351,324,-0.002551975892856717,4729
18,309,325,-0.004997489973902702,4873
19,285,325,-0.006518252193927765,4928
20,267,322,-0.005861583631485701,5028
