id,x_pixel,y_pixel,z
0,181,228,1.5229750260914443e-07
1,212,180,-0.01958315819501877
2,262,156,-0.03435004502534866
3,310,156,-0.04055074229836464
4,345,165,-0.04038921743631363
5,277,194,-0.08079639822244644
6,351,190,-0.0926428958773613
7,350,181,-0.07408200949430466
8,335,176,-0.05526386573910713
9,278,232,-0.07362616062164307
10,359,227,-0.10046589374542236
11,401,224,-0.0967092365026474
12,432,223,-0.08913902193307877
13,275,260,-0.061775416135787964
14,347,253,-0.08419022709131241
15,386,250,-0.08146429806947708
16,414,246,-0.07375780493021011
17,270,279,-0.047996681183576584
18,328,275,-0.05944645032286644
19,361,273,-0.0548299103975296
20,386,273,-0.04730043187737465
