id,x_pixel,y_pixel,z_normalized,z_depth
0,232,251,-2.0128831579313555e-07,3244
1,262,213,-0.01740383543074131,0
2,306,198,-0.030450286343693733,4821
3,347,198,-0.03504165634512901,4549
4,379,201,-0.03581288084387779,4454
5,321,237,-0.07611279934644699,3061
6,379,223,-0.07780435681343079,4440
7,390,209,-0.056713517755270004,4421
8,389,199,-0.039422646164894104,4450
9,321,269,-0.06674671918153763,3170
10,392,254,-0.08237894624471664,0
11,426,242,-0.07329387962818146,4345
12,450,233,-0.06489041447639465,4411
13,318,290,-0.05188264697790146,3268
14,384,278,-0.06589781492948532,4386
15,416,265,-0.05946088209748268,4373
16,437,253,-0.05206744000315666,4334
17,312,302,-0.03548451140522957,4247
18,363,292,-0.04110070317983627,4363
19,387,280,-0.03477364033460617,4384
20,402,270,-0.0283128023147583,4383
