id,x_pixel,y_pixel,z_normalized,z_depth
0,446,285,3.381609587904677e-07,8560
1,417,248,-0.001982190180569887,0
2,374,238,-0.002575490390881896,0
3,335,239,0.00024080043658614159,0
4,308,242,0.00509278429672122,3579
5,356,267,-0.03549799695611,3325
6,308,257,-0.043204039335250854,3251
7,301,248,-0.03776654973626137,3581
8,306,244,-0.030843382701277733,3580
9,356,296,-0.033638641238212585,3373
10,295,297,-0.049153488129377365,3290
11,259,294,-0.050657860934734344,3334
12,235,293,-0.049361370503902435,3342
13,361,318,-0.028869787231087685,4694
14,306,319,-0.03950590267777443,3390
15,275,315,-0.04305258393287659,3384
16,254,312,-0.043220773339271545,5108
17,370,332,-0.022187089547514915,4665
18,329,335,-0.027164001017808914,4726
19,304,335,-0.028934461995959282,4876
20,286,334,-0.02867630310356617,4938
