id,x_pixel,y_pixel,z_normalized,z_depth
0,181,228,1.5229750260914443e-07,2820
1,212,180,-0.01958315819501877,0
2,262,156,-0.03435004502534866,5971
3,310,156,-0.04055074229836464,6166
4,345,165,-0.04038921743631363,6238
5,277,194,-0.08079639822244644,2781
6,351,190,-0.0926428958773613,6042
7,350,181,-0.07408200949430466,6056
8,335,176,-0.05526386573910713,6070
9,278,232,-0.07362616062164307,2708
10,359,227,-0.10046589374542236,2800
11,401,224,-0.0967092365026474,7405
12,432,223,-0.08913902193307877,0
13,275,260,-0.061775416135787964,2811
14,347,253,-0.08419022709131241,2850
15,386,250,-0.08146429806947708,0
16,414,246,-0.07375780493021011,0
17,270,279,-0.047996681183576584,0
18,328,275,-0.05944645032286644,2876
19,361,273,-0.0548299103975296,0
20,386,273,-0.04730043187737465,0
