id,x_pixel,y_pixel,z
0,247,250,-2.540455739108438e-07
1,279,213,-0.018162216991186142
2,325,198,-0.03155582398176193
3,368,199,-0.0358416847884655
4,399,203,-0.03577965870499611
5,339,237,-0.08071524649858475
6,400,223,-0.08257167041301727
7,403,212,-0.06113407388329506
8,394,205,-0.04381321743130684
9,338,269,-0.06987430155277252
10,411,254,-0.08261403441429138
11,444,244,-0.07231644541025162
12,467,237,-0.0648486316204071
13,334,292,-0.053228504955768585
14,402,278,-0.06437346339225769
15,430,263,-0.055296991020441055
16,446,251,-0.04755626991391182
17,327,303,-0.03526069223880768
18,379,292,-0.03824857249855995
19,397,279,-0.02975023351609707
20,406,268,-0.022806476801633835
