id,x_pixel,y_pixel,z_normalized,z_depth
0,536,202,2.2780636754760053e-07,0
1,498,164,0.004486336838454008,0
2,450,156,0.0011671354295685887,0
3,410,178,0.0016287461621686816,0
4,393,204,0.003472701646387577,3082
5,426,175,-0.047714460641145706,5501
6,379,192,-0.05534689128398895,3102
7,387,197,-0.044931963086128235,3095
8,406,196,-0.03411715850234032,3133
9,432,209,-0.051392436027526855,3123
10,363,241,-0.06778960675001144,3094
11,325,258,-0.0683017373085022,3088
12,301,271,-0.06813297420740128,3075
13,442,240,-0.04961598291993141,3198
14,381,268,-0.06089290603995323,3160
15,344,282,-0.061057284474372864,3148
16,322,292,-0.06005267798900604,0
17,458,263,-0.044372860342264175,10261
18,406,282,-0.048261117190122604,0
19,378,293,-0.04473395273089409,5180
20,358,300,-0.041587695479393005,5116
