id,x_pixel,y_pixel,z
0,153,206,2.1203106825851137e-07
1,196,162,-0.027340268716216087
2,252,138,-0.04973053187131882
3,303,136,-0.05938555672764778
4,338,152,-0.061593763530254364
5,262,179,-0.11747486144304276
6,340,180,-0.12811604142189026
7,341,166,-0.09948675334453583
8,329,157,-0.07472790032625198
9,260,219,-0.10616660118103027
10,349,222,-0.14689309895038605
11,398,222,-0.1456488072872162
12,436,224,-0.1390465795993805
13,256,249,-0.08670193701982498
14,336,247,-0.11807030439376831
15,381,247,-0.11740001291036606
16,414,245,-0.11037618666887283
17,251,268,-0.06446398049592972
18,315,268,-0.0819222629070282
19,350,269,-0.07993660867214203
20,378,271,-0.07408004999160767
