id,x_pixel,y_pixel,z_normalized,z_depth
0,247,250,-2.540455739108438e-07,3248
1,279,213,-0.018162216991186142,3322
2,325,198,-0.03155582398176193,4653
3,368,199,-0.0358416847884655,4488
4,399,203,-0.03577965870499611,4442
5,339,237,-0.08071524649858475,3100
6,400,223,-0.08257167041301727,4418
7,403,212,-0.06113407388329506,4413
8,394,205,-0.04381321743130684,4440
9,338,269,-0.06987430155277252,3225
10,411,254,-0.08261403441429138,4400
11,444,244,-0.07231644541025162,4370
12,467,237,-0.0648486316204071,4566
13,334,292,-0.053228504955768585,0
14,402,278,-0.06437346339225769,4393
15,430,263,-0.055296991020441055,4367
16,446,251,-0.04755626991391182,4402
17,327,303,-0.03526069223880768,4240
18,379,292,-0.03824857249855995,4392
19,397,279,-0.02975023351609707,4396
20,406,268,-0.022806476801633835,4388
