id,x_pixel,y_pixel,z
0,527,179,2.649955810340998e-08
1,478,151,0.012336557731032372
2,427,159,0.013277671299874783
3,391,186,0.01504591479897499
4,377,216,0.01721491664648056
5,404,168,-0.028734153136610985
6,363,201,-0.03513608127832413
7,373,208,-0.02733611688017845
8,393,208,-0.018878594040870667
9,414,199,-0.037674255669116974
10,355,237,-0.04888545349240303
11,320,258,-0.04921279102563858
12,296,274,-0.04990118741989136
13,430,228,-0.042104706168174744
14,374,260,-0.05127037689089775
15,343,279,-0.053126681596040726
16,322,291,-0.053764376789331436
17,452,251,-0.042849745601415634
18,405,274,-0.046250857412815094
19,380,286,-0.04293437674641609
20,362,293,-0.04005347564816475
