id,x_pixel,y_pixel,z_normalized,z_depth
0,243,229,-1.8005084712058306e-07,3216
1,274,190,-0.009574832394719124,4383
2,316,176,-0.01942327804863453,4981
3,356,176,-0.02208498679101467,4697
4,386,181,-0.020632123574614525,4579
5,333,211,-0.07210596650838852,3103
6,393,195,-0.07271379232406616,4496
7,398,183,-0.048392318189144135,4556
8,391,175,-0.028140390291810036,4576
9,333,243,-0.0653793215751648,3164
10,403,225,-0.08175519108772278,0
11,436,215,-0.07122424989938736,4348
12,458,207,-0.060853760689496994,4514
13,328,266,-0.05224202573299408,3268
14,393,252,-0.06533391028642654,4432
15,424,239,-0.05600624158978462,4371
16,444,227,-0.045907653868198395,4359
17,320,279,-0.03677630424499512,0
18,370,269,-0.03933926671743393,4422
19,393,257,-0.029721470549702644,4427
20,406,247,-0.02045137621462345,4408
