id,x_pixel,y_pixel,z
0,243,229,-1.8005084712058306e-07
1,274,190,-0.009574832394719124
2,316,176,-0.01942327804863453
3,356,176,-0.02208498679101467
4,386,181,-0.020632123574614525
5,333,211,-0.07210596650838852
6,393,195,-0.07271379232406616
7,398,183,-0.048392318189144135
8,391,175,-0.028140390291810036
9,333,243,-0.0653793215751648
10,403,225,-0.08175519108772278
11,436,215,-0.07122424989938736
12,458,207,-0.060853760689496994
13,328,266,-0.05224202573299408
14,393,252,-0.06533391028642654
15,424,239,-0.05600624158978462
16,444,227,-0.045907653868198395
17,320,279,-0.03677630424499512
18,370,269,-0.03933926671743393
19,393,257,-0.029721470549702644
20,406,247,-0.02045137621462345
