id,x_pixel,y_pixel,z_normalized,z_depth
0,244,388,4.01163674723648e-07,0
1,207,341,-0.049903370440006256,3342
2,184,298,-0.09784438461065292,0
3,155,264,-0.13749755918979645,0
4,128,243,-0.17914889752864838,0
5,257,287,-0.13488124310970306,2932
6,274,220,-0.18197934329509735,2862
7,287,179,-0.21044859290122986,0
8,300,148,-0.228502094745636,6204
9,294,297,-0.11977700144052505,2980
10,327,228,-0.15192411839962006,2824
11,344,188,-0.1601710021495819,2764
12,360,158,-0.16875608265399933,6356
13,320,313,-0.10167975723743439,3112
14,347,256,-0.11827702820301056,0
15,328,254,-0.10548096895217896,0
16,312,260,-0.09614662826061249,2874
17,335,328,-0.08833052963018417,0
18,375,294,-0.10767822712659836,0
19,397,275,-0.10654444992542267,0
20,417,259,-0.10276248306035995,5657
