id,x_pixel,y_pixel,z_normalized,z_depth
0,205,328,5.896065999877464e-07,5674
1,256,300,-0.04667894169688225,5038
2,294,253,-0.07262321561574936,0
3,327,220,-0.09329112619161606,0
4,354,194,-0.11754150688648224,5742
5,234,201,-0.09294749796390533,0
6,245,138,-0.1321454793214798,0
7,249,96,-0.1579938679933548,0
8,251,60,-0.1796562373638153,0
9,197,203,-0.10036152601242065,2817
10,182,133,-0.14624007046222687,2589
11,174,85,-0.18457134068012238,0
12,167,49,-0.21514204144477844,0
13,165,222,-0.1082029715180397,2739
14,140,163,-0.1611851304769516,2532
15,124,123,-0.1997053325176239,2423
16,108,92,-0.22642703354358673,0
17,142,252,-0.11744814366102219,2704
18,105,225,-0.1704321801662445,2534
19,80,204,-0.1985006183385849,2422
20,58,184,-0.21731291711330414,0
