id,x_pixel,y_pixel,z_normalized,z_depth
0,240,363,4.2161119040429185e-07,0
1,222,310,-0.04270779713988304,3264
2,213,263,-0.09115065634250641,3199
3,191,219,-0.1292245090007782,3004
4,168,192,-0.16820722818374634,0
5,280,269,-0.15643765032291412,2988
6,315,206,-0.20737813413143158,0
7,336,170,-0.23862764239311218,0
8,355,141,-0.26037994027137756,6502
9,314,290,-0.1393289715051651,3116
10,361,224,-0.1707613617181778,0
11,389,190,-0.17496155202388763,0
12,412,164,-0.1834023892879486,6569
13,336,311,-0.11601737886667252,0
14,376,259,-0.11891963332891464,5566
15,358,257,-0.08522748947143555,0
16,338,263,-0.0661250427365303,0
17,348,328,-0.09780364483594894,5375
18,396,302,-0.11622688919305801,5423
19,424,290,-0.11100006848573685,5524
20,448,280,-0.10401937365531921,5842
